,event,penalty,penalty_on,drew_by,coords,period,period_time_remaining,penalty_team,drew_by_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,penalty_on_id,drew_by_id,game_id,winning_team,date,description
25,penalty,Interference,Roope Hintz,Jordan Eberle,[74. 31.],1,15:50,DAL,NYI,NYI,2,DAL,25,1,0,8478449,8474586.0,2019020816,,2020-02-05,Roope Hintz Interference against Jordan Eberle
44,penalty,Tripping,Corey Perry,Noah Dobson,[-93. -28.],1,12:13,DAL,NYI,NYI,2,DAL,25,1,0,8470621,8480865.0,2019020816,,2020-02-05,Corey Perry Tripping against Noah Dobson
68,penalty,Interference,Casey Cizikas,Roope Hintz,[-78.   4.],1,06:41,NYI,DAL,NYI,2,DAL,25,1,0,8475231,8478449.0,2019020816,,2020-02-05,Casey Cizikas Interference against Roope Hintz
114,penalty,Slashing,Alexander Radulov,Josh Bailey,[-64.  -7.],2,17:09,DAL,NYI,NYI,2,DAL,25,1,1,8471228,8474573.0,2019020816,,2020-02-05,Alexander Radulov Slashing against Josh Bailey
137,penalty,Tripping,Radek Faksa,Brock Nelson,[-80. -36.],2,12:24,DAL,NYI,NYI,2,DAL,25,1,1,8476889,8475754.0,2019020816,,2020-02-05,Radek Faksa Tripping against Brock Nelson
145,penalty,Hi-sticking,Josh Bailey,Andrej Sekera,[-93.  -3.],2,10:52,NYI,DAL,NYI,2,DAL,25,1,1,8474573,8471284.0,2019020816,,2020-02-05,Josh Bailey Hi-sticking against Andrej Sekera
193,penalty,Holding,Matt Martin,Esa Lindell,[  8. -38.],3,19:16,NYI,DAL,NYI,2,DAL,25,2,2,8474709,8476902.0,2019020816,,2020-02-05,Matt Martin Holding against Esa Lindell
234,penalty,Holding,Roope Hintz,Derick Brassard,[23. 37.],3,05:49,DAL,NYI,NYI,2,DAL,25,2,3,8478449,8473544.0,2019020816,,2020-02-05,Roope Hintz Holding against Derick Brassard
139,penalty,Hooking,Mathew Barzal,Dustin Brown,[95. 21.],2,07:06,NYI,LAK,NYI,2,LAK,26,2,3,8478445,8470606.0,2019020831,,2020-02-07,Mathew Barzal Hooking against Dustin Brown
147,penalty,Slashing,Anthony Beauvillier,Anze Kopitar,[ 1. -4.],2,03:58,NYI,LAK,NYI,2,LAK,26,2,3,8478463,8471685.0,2019020831,,2020-02-07,Anthony Beauvillier Slashing against Anze Kopitar
202,penalty,Hooking,Sean Walker,Michael Dal Colle,[85.  8.],3,12:05,LAK,NYI,NYI,2,LAK,26,3,3,8480336,8477936.0,2019020831,,2020-02-07,Sean Walker Hooking against Michael Dal Colle
216,penalty,Fighting,Alec Martinez,Casey Cizikas,[67. 25.],3,08:57,LAK,NYI,NYI,2,LAK,26,3,3,8474166,8475231.0,2019020831,,2020-02-07,Alec Martinez Fighting against Casey Cizikas
217,penalty,Roughing,Casey Cizikas,Alec Martinez,[73. 29.],3,08:57,NYI,LAK,NYI,2,LAK,26,3,3,8475231,8474166.0,2019020831,,2020-02-07,Casey Cizikas Roughing against Alec Martinez
218,penalty,Roughing,Drew Doughty,Casey Cizikas,[65. 27.],3,08:57,LAK,NYI,NYI,2,LAK,26,3,3,8474563,8475231.0,2019020831,,2020-02-07,Drew Doughty Roughing against Casey Cizikas
219,penalty,Fighting,Casey Cizikas,Alec Martinez,[69. 30.],3,08:57,NYI,LAK,NYI,2,LAK,26,3,3,8475231,8474166.0,2019020831,,2020-02-07,Casey Cizikas Fighting against Alec Martinez
156,penalty,Delaying Game - Puck over glass,Ryan Pulock,,[-45. -40.],2,01:18,NYI,TBL,TBL,14,NYI,2,1,0,8477506,,2019020846,,2020-02-09,Ryan Pulock Delaying Game - Puck over glass
165,penalty,Holding,Alex Killorn,Scott Mayfield,[ 90. -18.],3,19:17,TBL,NYI,TBL,14,NYI,2,1,0,8473986,8476429.0,2019020846,,2020-02-09,Alex Killorn Holding against Scott Mayfield
166,penalty,Embellishment,Scott Mayfield,Alex Killorn,[ 89. -11.],3,19:17,NYI,TBL,TBL,14,NYI,2,1,0,8476429,8473986.0,2019020846,,2020-02-09,Scott Mayfield Embellishment against Alex Killorn
200,penalty,Holding,Nikita Kucherov,Ryan Pulock,[ 61. -40.],3,09:43,TBL,NYI,TBL,14,NYI,2,2,0,8476453,8477506.0,2019020846,,2020-02-09,Nikita Kucherov Holding against Ryan Pulock
74,penalty,Holding,Martin Fehervary,Leo Komarov,[66. -3.],1,02:42,WSH,NYI,WSH,15,NYI,2,1,2,8480796,8473463.0,2019020862,,2020-02-11,Martin Fehervary Holding against Leo Komarov
77,penalty,Holding,Jordan Eberle,Nic Dowd,[96. 18.],1,02:05,NYI,WSH,WSH,15,NYI,2,1,2,8474586,8475343.0,2019020862,,2020-02-11,Jordan Eberle Holding against Nic Dowd
99,penalty,Interference,Garnet Hathaway,Brendan Leipsic,[72. 14.],2,17:06,WSH,NYI,WSH,15,NYI,2,1,4,8477903,8476894.0,2019020862,,2020-02-11,Garnet Hathaway Interference against Ryan Pulock served by Brendan Leipsic
100,penalty,Fighting,Garnet Hathaway,Ross Johnston,[81. 11.],2,17:06,WSH,NYI,WSH,15,NYI,2,1,4,8477903,8477527.0,2019020862,,2020-02-11,Garnet Hathaway Fighting against Ross Johnston
101,penalty,Fighting,Ross Johnston,Garnet Hathaway,[65. 21.],2,17:06,NYI,WSH,WSH,15,NYI,2,1,4,8477527,8477903.0,2019020862,,2020-02-11,Ross Johnston Fighting against Garnet Hathaway
125,penalty,Tripping,Mathew Barzal,Richard Panik,[77. 39.],2,12:50,NYI,WSH,WSH,15,NYI,2,1,4,8478445,8475209.0,2019020862,,2020-02-11,Mathew Barzal Tripping against Richard Panik
159,penalty,Hi-sticking,Scott Mayfield,Garnet Hathaway,[87. 36.],2,04:31,NYI,WSH,WSH,15,NYI,2,2,5,8476429,8477903.0,2019020862,,2020-02-11,Scott Mayfield Hi-sticking against Garnet Hathaway
141,penalty,Tripping,Kevin Hayes,Scott Mayfield,[89. -9.],2,05:26,PHI,NYI,NYI,2,PHI,4,3,2,8475763,8476429.0,2019020869,,2020-02-12,Kevin Hayes Tripping against Scott Mayfield
195,penalty,Holding,Brock Nelson,Sean Couturier,[-72.  14.],3,10:34,NYI,PHI,NYI,2,PHI,4,3,2,8475754,8476461.0,2019020869,,2020-02-12,Brock Nelson Holding against Sean Couturier
209,penalty,Hooking,Mathew Barzal,James van Riemsdyk,[-56. -34.],3,07:44,NYI,PHI,NYI,2,PHI,4,3,2,8478445,8474037.0,2019020869,,2020-02-12,Mathew Barzal Hooking against James van Riemsdyk
33,penalty,Fighting,Matt Martin,Austin Watson,[-86.  -5.],1,13:14,NYI,NSH,NSH,18,NYI,2,1,0,8474709,8475766.0,2019020886,,2020-02-14,Matt Martin Fighting against Austin Watson
34,penalty,Fighting,Austin Watson,Matt Martin,[-89.  -6.],1,13:14,NSH,NYI,NSH,18,NYI,2,1,0,8475766,8474709.0,2019020886,,2020-02-14,Austin Watson Fighting against Matt Martin
115,penalty,Holding,Mikael Granlund,Kieffer Bellows,[ 11. -32.],2,13:44,NSH,NYI,NSH,18,NYI,2,4,0,8475798,8479356.0,2019020886,,2020-02-14,Mikael Granlund Holding against Kieffer Bellows
148,penalty,Hooking,Dan Hamhuis,Kieffer Bellows,[ 92. -24.],2,04:58,NSH,NYI,NSH,18,NYI,2,5,0,8469465,8479356.0,2019020886,,2020-02-14,Dan Hamhuis Hooking against Kieffer Bellows
1,penalty,Fighting,Ryan Reaves,Ross Johnston,[-1. 15.],1,19:57,VGK,NYI,VGK,54,NYI,2,0,0,8471817,8477527.0,2019020905,,2020-02-16,Ryan Reaves Fighting against Ross Johnston
2,penalty,Fighting,Ross Johnston,Ryan Reaves,[-1. 16.],1,19:57,NYI,VGK,VGK,54,NYI,2,0,0,8477527,8471817.0,2019020905,,2020-02-16,Ross Johnston Fighting against Ryan Reaves
