,event,penalty,penalty_on,drew_by,coords,period,period_time_remaining,penalty_team,drew_by_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,penalty_on_id,drew_by_id,game_id,winning_team,date,description
20,penalty,Hooking,Nazem Kadri,Michael Frolik,[98.  6.],1,14:51,COL,BUF,BUF,7,COL,21,0,0,8475172,8473564.0,2019020813,,2020-02-05,Nazem Kadri Hooking against Michael Frolik
198,penalty,Delaying Game - Puck over glass,Ryan Graves,,[ 34. -40.],3,04:56,COL,BUF,BUF,7,COL,21,1,6,8477435,,2019020813,,2020-02-05,Ryan Graves Delaying Game - Puck over glass
47,penalty,Tripping,Gabriel Landeskog,Scott Sabourin,[ 51. -36.],1,06:44,COL,OTT,OTT,9,COL,21,0,1,8476455,8477149.0,2019020833,,2020-02-07,Gabriel Landeskog Tripping against Scott Sabourin
63,penalty,Holding the stick,Nikita Zadorov,Tyler Ennis,[ 49. -19.],1,03:05,COL,OTT,OTT,9,COL,21,0,1,8477507,8474589.0,2019020833,,2020-02-07,Nikita Zadorov Holding the stick against Tyler Ennis
110,penalty,Hi-sticking,Mike Reilly,Matt Calvert,[78.  1.],2,13:34,OTT,COL,OTT,9,COL,21,1,2,8476422,8474685.0,2019020833,,2020-02-07,Mike Reilly Hi-sticking against Matt Calvert
9,penalty,Holding,Riley Nash,Mikko Rantanen,[-89. -12.],1,17:41,CBJ,COL,CBJ,29,COL,21,0,0,8474062,8478420.0,2019020850,,2020-02-09,Riley Nash Holding against Mikko Rantanen
23,penalty,Interference,Mikko Rantanen,Andrew Peeke,[-82.  -1.],1,14:09,COL,CBJ,CBJ,29,COL,21,0,0,8478420,8479369.0,2019020850,,2020-02-09,Mikko Rantanen Interference against Andrew Peeke
35,penalty,Holding the stick,Pierre-Luc Dubois,Gabriel Landeskog,[7. 5.],1,10:27,CBJ,COL,CBJ,29,COL,21,0,0,8479400,8476455.0,2019020850,,2020-02-09,Pierre-Luc Dubois Holding the stick against Gabriel Landeskog
36,penalty,Interference,Gabriel Landeskog,Pierre-Luc Dubois,[4. 7.],1,10:27,COL,CBJ,CBJ,29,COL,21,0,0,8476455,8479400.0,2019020850,,2020-02-09,Gabriel Landeskog Interference against Pierre-Luc Dubois
52,penalty,Interference,Nazem Kadri,Oliver Bjorkstrand,[84. -1.],1,05:18,COL,CBJ,CBJ,29,COL,21,0,0,8475172,8477416.0,2019020850,,2020-02-09,Nazem Kadri Interference against Oliver Bjorkstrand
103,penalty,Too many men on the ice,Tyson Jost,,[11. 41.],2,12:15,COL,CBJ,CBJ,29,COL,21,0,0,8479370,,2019020850,,2020-02-09,Too many men/ice served by Tyson Jost
125,penalty,Hooking,Mikko Rantanen,Zach Werenski,[ 65. -22.],2,06:06,COL,CBJ,CBJ,29,COL,21,1,0,8478420,8478460.0,2019020850,,2020-02-09,Mikko Rantanen Hooking against Zach Werenski
147,penalty,Interference,Boone Jenner,J.T. Compher,[-41. -37.],2,00:33,CBJ,COL,CBJ,29,COL,21,1,0,8476432,8477456.0,2019020850,,2020-02-09,Boone Jenner Interference against J.T. Compher
159,penalty,Tripping,Nikita Zadorov,Emil Bemstrom,[76.  4.],3,17:07,COL,CBJ,CBJ,29,COL,21,1,0,8477507,8480205.0,2019020850,,2020-02-09,Nikita Zadorov Tripping against Emil Bemstrom
14,penalty,Hi-sticking,Mikko Rantanen,Joel Eriksson Ek,[82.  1.],1,16:19,COL,MIN,MIN,30,COL,21,0,0,8478420,8478493.0,2019020859,,2020-02-10,Mikko Rantanen Hi-sticking against Joel Eriksson Ek
24,penalty,Hooking,Greg Pateryn,Nathan MacKinnon,[80. 11.],1,13:12,MIN,COL,MIN,30,COL,21,0,0,8474688,8477492.0,2019020859,,2020-02-10,Greg Pateryn Hooking against Nathan MacKinnon
71,penalty,Tripping,Eric Staal,Matt Nieto,[ 61. -38.],1,01:17,MIN,COL,MIN,30,COL,21,0,0,8470595,8476442.0,2019020859,,2020-02-10,Eric Staal Tripping against Matt Nieto
79,penalty,Hooking,Nazem Kadri,Joel Eriksson Ek,[-80. -16.],2,19:18,COL,MIN,MIN,30,COL,21,0,0,8475172,8478493.0,2019020859,,2020-02-10,Nazem Kadri Hooking against Joel Eriksson Ek
97,penalty,Tripping,Joonas Donskoi,Kevin Fiala,[-64. -10.],2,15:11,COL,MIN,MIN,30,COL,21,0,1,8475820,8477942.0,2019020859,,2020-02-10,Joonas Donskoi Tripping against Kevin Fiala
111,penalty,Hooking,Jared Spurgeon,Matt Calvert,[-81.   0.],2,13:06,MIN,COL,MIN,30,COL,21,1,1,8474716,8474685.0,2019020859,,2020-02-10,Jared Spurgeon Hooking against Matt Calvert
159,penalty,Tripping,Nazem Kadri,Eric Staal,[-42.  28.],2,03:01,COL,MIN,MIN,30,COL,21,1,3,8475172,8470595.0,2019020859,,2020-02-10,Nazem Kadri Tripping against Eric Staal
205,penalty,Fighting,Matt Calvert,Luke Kunin,[78. -2.],3,12:43,COL,MIN,MIN,30,COL,21,2,3,8474685,8479316.0,2019020859,,2020-02-10,Matt Calvert Fighting against Luke Kunin
