,event,penalty,penalty_on,drew_by,coords,period,period_time_remaining,penalty_team,drew_by_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,penalty_on_id,drew_by_id,game_id,winning_team,date,description
10,penalty,Tripping,Andrew Cogliano,Artemi Panarin,[-31. -19.],1,18:33,DAL,NYR,NYR,3,DAL,25,0,0,8471699,8478550.0,2019020810,,2020-02-04,Andrew Cogliano Tripping against Artemi Panarin
41,penalty,Interference,Brendan Smith,Corey Perry,[-21. -15.],1,12:04,NYR,DAL,NYR,3,DAL,25,1,0,8474090,8470621.0,2019020810,,2020-02-04,Brendan Smith Interference against Corey Perry
45,penalty,Missing key [PD_151],Pavel Buchnevich,,[ 8. 40.],1,11:52,NYR,DAL,NYR,3,DAL,25,1,1,8477402,,2019020810,,2020-02-04,Delaying Game - Unsucc. chlg served by Pavel Buchnevich
70,penalty,Too many men on the ice,Alexander Radulov,,[-16.  40.],1,06:16,DAL,NYR,NYR,3,DAL,25,1,2,8471228,,2019020810,,2020-02-04,Too many men/ice served by Alexander Radulov
147,penalty,Hooking,Brett Howden,Miro Heiskanen,[-11.  16.],2,06:22,NYR,DAL,NYR,3,DAL,25,2,4,8479353,8480036.0,2019020810,,2020-02-04,Brett Howden Hooking against Miro Heiskanen
148,penalty,Embellishment,Miro Heiskanen,Brett Howden,[-9. 21.],2,06:22,DAL,NYR,NYR,3,DAL,25,2,4,8480036,8479353.0,2019020810,,2020-02-04,Miro Heiskanen Embellishment against Brett Howden
163,penalty,Hooking,Adam Fox,Denis Gurianov,[-20.   8.],2,01:46,NYR,DAL,NYR,3,DAL,25,2,4,8479323,8478495.0,2019020810,,2020-02-04,Adam Fox Hooking against Denis Gurianov
167,penalty,Tripping,Mika Zibanejad,Alexander Radulov,[-60.  -1.],2,00:33,NYR,DAL,NYR,3,DAL,25,2,4,8476459,8471228.0,2019020810,,2020-02-04,Mika Zibanejad Tripping against Alexander Radulov
219,penalty,Holding,Roope Hintz,Brendan Lemieux,[-76. -17.],3,07:58,DAL,NYR,NYR,3,DAL,25,2,5,8478449,8477962.0,2019020810,,2020-02-04,Roope Hintz Holding against Brendan Lemieux
244,penalty,Interference,Brendan Lemieux,Jamie Benn,[-32. -17.],3,01:00,NYR,DAL,NYR,3,DAL,25,3,5,8477962,8473994.0,2019020810,,2020-02-04,Brendan Lemieux Interference against Jamie Benn
245,penalty,Roughing,Jamie Benn,Brendan Lemieux,[-82.   8.],3,01:00,DAL,NYR,NYR,3,DAL,25,3,5,8473994,8477962.0,2019020810,,2020-02-04,Jamie Benn Roughing against Brendan Lemieux
25,penalty,Interference,Roope Hintz,Jordan Eberle,[74. 31.],1,15:50,DAL,NYI,NYI,2,DAL,25,1,0,8478449,8474586.0,2019020816,,2020-02-05,Roope Hintz Interference against Jordan Eberle
44,penalty,Tripping,Corey Perry,Noah Dobson,[-93. -28.],1,12:13,DAL,NYI,NYI,2,DAL,25,1,0,8470621,8480865.0,2019020816,,2020-02-05,Corey Perry Tripping against Noah Dobson
